age,bmi,daily_income_inr,children,smoker_tobacco,occupation,tier_city,recommended_policy
33,23.8,1035,3,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
58,20.6,479,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
53,27.9,1259,2,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
50,32.1,756,0,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
21,24.7,1097,0,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
50,20.8,1377,0,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
31,18.6,1246,3,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
38,24.9,918,1,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
37,27.9,1131,1,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
25,25.7,290,3,No,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
24,24.0,589,2,No,Farmer (Kisan),Tier-2,Gramin Dak Sevak (Rural Postal Life)
20,21.9,749,1,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
34,20.2,1130,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
50,26.9,1451,0,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
29,27.2,1425,0,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
39,18.6,1261,2,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
39,29.6,932,0,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
47,26.0,699,3,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
55,28.9,1266,2,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
55,19.3,1070,2,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
25,19.2,716,2,Yes,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
44,23.5,267,1,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
44,25.8,322,2,No,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
51,30.3,535,2,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
38,26.5,1376,2,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
47,23.2,1173,1,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
50,20.4,978,0,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
45,28.3,1385,1,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
50,20.6,1437,3,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
22,29.7,622,2,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
36,23.0,1138,3,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
21,29.6,1003,1,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
52,26.4,833,0,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
34,23.5,1453,0,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
45,22.2,1282,2,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
47,22.8,295,0,No,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
46,25.5,1485,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
23,24.3,553,1,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
52,21.9,1359,0,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
58,23.4,1166,2,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
54,24.3,1122,2,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
41,16.5,672,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
46,25.6,629,0,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
48,20.6,1174,1,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
52,20.0,736,1,No,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
50,18.1,1369,3,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
38,17.7,286,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
49,19.3,308,2,Yes,Security Guard,Tier-2,PMJJBY (Life Cover - ₹436/year)
40,21.5,1489,0,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
50,30.8,1193,0,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
20,22.2,1021,3,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
35,24.6,1136,3,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
42,25.4,1204,2,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
59,24.5,848,3,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
48,23.7,390,1,Yes,Farmer (Kisan),Tier-2,PMJJBY (Life Cover - ₹436/year)
20,19.8,1132,1,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
57,29.1,341,2,No,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
41,30.3,1296,0,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
49,18.1,1039,2,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
39,20.4,1390,3,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
40,23.0,367,0,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
19,20.6,765,0,Yes,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
44,25.8,1482,0,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
59,21.5,1334,3,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
19,31.6,943,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
43,28.2,872,1,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
34,24.7,1063,3,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
57,27.6,1038,3,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
50,27.9,730,2,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
26,22.0,1173,2,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
56,21.1,761,1,Yes,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
46,24.3,374,3,Yes,Farmer (Kisan),Tier-2,Micro-Endowment (Chota Bachat)
59,27.0,501,2,No,Auto/Taxi Driver,Tier-1,PMJJBY (Life Cover - ₹436/year)
43,24.5,384,3,Yes,Farmer (Kisan),Tier-2,PMJJBY (Life Cover - ₹436/year)
52,18.5,709,3,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
42,21.2,1018,1,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
41,23.7,1304,1,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
30,23.7,355,3,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
24,30.9,986,0,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
53,19.1,994,0,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
37,25.8,631,3,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
18,29.2,960,1,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
25,32.0,346,0,Yes,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
33,22.6,680,1,No,Delivery Partner (Gig Worker),Tier-2,Micro-Endowment (Chota Bachat)
31,25.7,634,0,No,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
29,26.0,268,3,No,Street Vendor (Rehdi),Rural,PMJJBY (Life Cover - ₹436/year)
40,24.7,1074,2,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
32,23.7,385,2,Yes,Security Guard,Tier-2,PMJJBY (Life Cover - ₹436/year)
45,25.5,1103,1,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
51,15.1,881,1,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
19,26.4,403,0,No,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
49,24.4,753,3,No,Small Shopkeeper,Rural,PMSBY (Accidental Cover - ₹20/year)
40,23.2,212,0,Yes,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
39,31.2,865,3,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
42,21.6,1497,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
39,22.6,250,1,Yes,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
39,31.0,699,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
59,21.1,568,2,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
23,22.1,923,1,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
32,23.5,556,2,No,Farmer (Kisan),Tier-2,Gramin Dak Sevak (Rural Postal Life)
54,26.9,1226,1,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
50,24.7,1477,0,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
25,19.5,1046,3,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
22,22.1,455,2,Yes,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
56,21.9,1373,2,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
21,23.7,478,0,No,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
23,25.5,1282,0,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
49,25.5,645,2,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
47,17.8,312,2,Yes,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
52,27.7,1035,1,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
57,24.9,954,1,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
33,28.8,566,2,No,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
30,25.6,1283,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
59,27.9,528,0,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
47,25.6,927,3,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
36,28.7,1205,1,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
34,25.8,919,3,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
36,23.7,1286,1,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
45,32.0,383,2,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
43,27.1,1222,1,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
54,26.0,510,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
43,19.5,376,3,No,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
40,19.5,1296,2,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
26,25.0,1046,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
29,24.5,1390,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
18,21.9,1448,2,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
18,24.5,208,3,No,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
51,29.6,435,0,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
49,26.4,909,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
42,20.0,1123,3,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
57,23.6,884,1,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
18,21.2,993,3,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
33,22.6,1251,1,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
56,22.6,1007,1,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
22,22.3,226,3,Yes,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
39,19.6,749,2,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
46,23.6,1419,0,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
20,22.0,1426,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
29,13.7,284,3,No,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
43,31.2,1253,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
33,27.8,665,1,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
54,22.7,1322,2,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
39,24.1,1413,2,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
46,19.9,211,1,Yes,Small Shopkeeper,Tier-2,PMJJBY (Life Cover - ₹436/year)
31,29.9,1212,3,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
45,30.6,1253,2,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
22,24.5,1261,2,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
47,27.6,771,3,No,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
22,24.6,1113,3,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
29,19.3,379,0,No,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
33,22.6,996,2,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
43,24.5,1335,0,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
43,22.4,1244,1,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
38,23.2,1368,3,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
56,23.7,1369,3,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
53,23.7,640,0,Yes,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
50,24.2,1086,2,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
47,20.3,620,1,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
54,21.5,1389,2,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
40,19.5,1426,2,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
27,27.4,667,0,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
22,16.6,912,2,No,Security Guard,Tier-2,Gramin Dak Sevak (Rural Postal Life)
53,28.0,584,0,Yes,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
51,28.9,513,3,No,Security Guard,Tier-2,Gramin Dak Sevak (Rural Postal Life)
48,22.9,970,3,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
27,14.9,1478,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
36,22.7,1158,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
49,23.8,1116,1,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
18,20.5,222,2,No,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
22,22.2,538,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
21,29.4,1022,2,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
33,26.3,565,3,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
41,20.8,1114,2,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
33,18.4,1442,2,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
19,22.9,674,2,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
45,23.3,226,3,No,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
49,25.7,1141,0,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
44,22.1,1001,2,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
37,25.8,1000,3,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
41,30.8,1059,1,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
29,26.9,1446,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
52,23.8,1063,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
50,23.4,889,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
50,22.8,1371,3,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
54,28.1,938,0,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
29,21.8,1409,2,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
20,24.2,614,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
18,24.2,1181,1,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
50,22.2,628,1,No,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
57,19.2,240,3,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
27,25.1,1104,0,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
46,23.8,1211,1,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
30,25.8,902,2,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
29,22.1,278,2,Yes,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
48,28.3,916,2,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
19,20.9,743,3,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
52,30.0,673,0,Yes,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
40,17.9,1365,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
34,25.5,1474,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
43,25.7,493,0,Yes,Security Guard,Tier-2,PMJJBY (Life Cover - ₹436/year)
25,21.2,809,2,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
46,25.5,335,2,Yes,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
43,28.5,683,3,Yes,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
27,16.2,1013,2,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
43,25.8,754,0,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
51,15.3,245,2,Yes,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
58,20.6,1459,1,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
24,29.7,1271,3,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
21,22.0,397,3,No,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
28,19.9,283,0,No,Daily Wage Laborer (MNREGA),Rural,Gramin Dak Sevak (Rural Postal Life)
46,23.3,742,2,Yes,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
53,31.2,1384,2,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
42,17.6,270,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
38,20.3,719,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
53,29.2,1097,1,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
27,30.5,1112,0,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
54,23.6,1275,2,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
26,19.7,1268,1,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
41,31.3,492,3,No,Small Shopkeeper,Tier-1,Gramin Dak Sevak (Rural Postal Life)
52,29.6,1137,2,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
52,26.4,1011,3,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
53,21.2,1066,3,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
35,23.8,579,3,Yes,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
56,23.4,1206,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
49,25.2,461,3,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
41,29.1,779,2,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
40,27.1,1402,3,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
49,20.2,556,0,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
54,28.8,897,0,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
29,25.1,1424,2,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
30,26.4,1236,3,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
40,29.1,642,3,Yes,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
42,20.1,925,3,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
52,23.9,485,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
58,22.1,1481,3,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
47,18.5,769,3,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
34,25.2,1039,2,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
37,32.8,697,3,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
42,17.6,904,0,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
39,23.9,761,3,Yes,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
30,26.2,231,0,Yes,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
36,24.4,242,0,No,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
53,23.6,758,1,Yes,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
29,19.5,469,0,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
58,24.8,1142,1,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
36,21.4,1242,1,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
29,16.3,236,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
26,28.2,291,1,No,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
24,27.4,384,2,Yes,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
45,24.2,927,0,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
31,24.8,1251,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
48,27.8,571,1,Yes,Farmer (Kisan),Tier-2,Gramin Dak Sevak (Rural Postal Life)
36,24.8,1031,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
33,27.2,544,0,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
22,23.0,1419,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
52,28.6,277,3,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
29,25.1,366,1,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
42,24.7,1313,3,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
38,19.6,463,2,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
53,25.0,1431,3,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
40,21.1,923,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
33,21.8,1494,3,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
56,21.1,1486,0,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
59,20.3,711,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
56,31.4,775,0,Yes,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
31,28.7,921,2,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
48,30.7,1397,0,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
22,19.7,630,3,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
52,24.2,967,0,No,Delivery Partner (Gig Worker),Tier-1,Gramin Dak Sevak (Rural Postal Life)
40,19.5,662,2,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
46,21.6,300,3,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
28,20.8,1239,0,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
35,28.3,1481,0,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
29,22.6,443,1,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
26,27.7,1472,0,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
